IP地址,端口,TLS,数据中心,地区,城市,网络延迟,下载速度
47.237.83.20,2096,true,SIN,Asia Pacific,Singapore,211 ms,4920 kB/s
8.210.174.156,2087,true,HKG,Asia Pacific,Hong Kong,61 ms,4910 kB/s
8.222.193.65,2096,true,SIN,Asia Pacific,Singapore,223 ms,4904 kB/s
8.218.122.55,2087,true,HKG,Asia Pacific,Hong Kong,58 ms,4895 kB/s
8.217.121.207,2053,true,HKG,Asia Pacific,Hong Kong,61 ms,4848 kB/s
47.237.84.173,2096,true,SIN,Asia Pacific,Singapore,255 ms,4847 kB/s
47.237.82.15,2096,true,SIN,Asia Pacific,Singapore,210 ms,4846 kB/s
47.237.83.20,2087,true,SIN,Asia Pacific,Singapore,215 ms,4838 kB/s
8.219.114.201,2087,true,SIN,Asia Pacific,Singapore,234 ms,4812 kB/s
8.219.139.13,2053,true,SIN,Asia Pacific,Singapore,231 ms,4805 kB/s
47.76.204.76,2087,true,HKG,Asia Pacific,Hong Kong,72 ms,4799 kB/s
47.236.237.90,2083,true,SIN,Asia Pacific,Singapore,222 ms,4798 kB/s
8.218.122.55,2053,true,HKG,Asia Pacific,Hong Kong,71 ms,4786 kB/s
47.242.17.250,2096,true,HKG,Asia Pacific,Hong Kong,64 ms,4730 kB/s
8.219.161.129,2096,true,SIN,Asia Pacific,Singapore,213 ms,4729 kB/s
47.245.102.52,8443,true,SIN,Asia Pacific,Singapore,233 ms,4709 kB/s
47.236.180.51,2087,true,SIN,Asia Pacific,Singapore,211 ms,4687 kB/s
8.219.106.156,8443,true,SIN,Asia Pacific,Singapore,223 ms,4659 kB/s
8.210.3.24,2087,true,HKG,Asia Pacific,Hong Kong,58 ms,4624 kB/s
47.236.158.158,2087,true,SIN,Asia Pacific,Singapore,223 ms,4602 kB/s
8.219.66.156,2083,true,NRT,Asia Pacific,Tokyo,280 ms,4598 kB/s
47.242.174.27,2083,true,HKG,Asia Pacific,Hong Kong,79 ms,4574 kB/s
8.222.193.65,443,true,SIN,Asia Pacific,Singapore,227 ms,4565 kB/s
8.219.153.237,8443,true,NRT,Asia Pacific,Tokyo,289 ms,4553 kB/s
8.222.208.38,2096,true,SIN,Asia Pacific,Singapore,218 ms,4548 kB/s
47.236.202.91,2087,true,SIN,Asia Pacific,Singapore,221 ms,4546 kB/s
47.243.206.150,8443,true,HKG,Asia Pacific,Hong Kong,153 ms,4533 kB/s
47.236.253.41,2083,true,SIN,Asia Pacific,Singapore,225 ms,4530 kB/s
8.219.161.129,2083,true,SIN,Asia Pacific,Singapore,220 ms,4511 kB/s
8.222.208.38,8443,true,SIN,Asia Pacific,Singapore,219 ms,4504 kB/s
47.236.10.182,2096,true,SIN,Asia Pacific,Singapore,232 ms,4491 kB/s
8.219.106.156,443,true,SIN,Asia Pacific,Singapore,217 ms,4476 kB/s
8.210.34.188,8443,true,HKG,Asia Pacific,Hong Kong,90 ms,4431 kB/s
8.219.60.54,2087,true,SIN,Asia Pacific,Singapore,211 ms,4427 kB/s
8.218.122.55,2096,true,HKG,Asia Pacific,Hong Kong,64 ms,4419 kB/s
47.243.206.150,2083,true,HKG,Asia Pacific,Hong Kong,125 ms,4413 kB/s
47.242.252.237,2096,true,HKG,Asia Pacific,Hong Kong,86 ms,4371 kB/s
47.236.125.62,8443,true,NRT,Asia Pacific,Tokyo,286 ms,4310 kB/s
47.236.164.215,8443,true,SIN,Asia Pacific,Singapore,209 ms,4279 kB/s
8.219.200.145,2053,true,SIN,Asia Pacific,Singapore,216 ms,4277 kB/s
47.243.42.219,2053,true,HKG,Asia Pacific,Hong Kong,73 ms,4253 kB/s
47.76.77.103,8443,true,HKG,Asia Pacific,Hong Kong,77 ms,4247 kB/s
8.222.193.65,8443,true,SIN,Asia Pacific,Singapore,221 ms,4188 kB/s
8.210.21.65,2053,true,HKG,Asia Pacific,Hong Kong,66 ms,4172 kB/s
8.219.106.156,2096,true,SIN,Asia Pacific,Singapore,213 ms,4164 kB/s
8.219.161.129,2087,true,SIN,Asia Pacific,Singapore,215 ms,4153 kB/s
8.222.193.65,2087,true,SIN,Asia Pacific,Singapore,238 ms,4122 kB/s
47.237.14.220,2096,true,SIN,Asia Pacific,Singapore,224 ms,4091 kB/s
8.219.222.98,2087,true,SIN,Asia Pacific,Singapore,212 ms,4075 kB/s
47.236.102.102,8443,true,SIN,Asia Pacific,Singapore,228 ms,4073 kB/s
8.217.164.10,8443,true,HKG,Asia Pacific,Hong Kong,92 ms,4057 kB/s
47.76.33.40,8443,true,HKG,Asia Pacific,Hong Kong,71 ms,4056 kB/s
8.210.119.11,2087,true,HKG,Asia Pacific,Hong Kong,66 ms,4056 kB/s
8.217.232.246,2053,true,HKG,Asia Pacific,Hong Kong,61 ms,4040 kB/s
8.210.48.107,2053,true,HKG,Asia Pacific,Hong Kong,64 ms,4018 kB/s
47.236.202.91,2083,true,SIN,Asia Pacific,Singapore,208 ms,4015 kB/s
47.76.49.246,2087,true,HKG,Asia Pacific,Hong Kong,88 ms,3999 kB/s
47.236.80.110,2083,true,SIN,Asia Pacific,Singapore,247 ms,3986 kB/s
8.210.21.65,2096,true,HKG,Asia Pacific,Hong Kong,68 ms,3957 kB/s
8.210.119.11,2096,true,HKG,Asia Pacific,Hong Kong,69 ms,3951 kB/s
8.210.9.129,2087,true,HKG,Asia Pacific,Hong Kong,78 ms,3946 kB/s
8.219.66.156,8443,true,NRT,Asia Pacific,Tokyo,288 ms,3927 kB/s
47.237.86.185,2096,true,SIN,Asia Pacific,Singapore,206 ms,3924 kB/s
47.245.126.151,2053,true,SIN,Asia Pacific,Singapore,239 ms,3922 kB/s
47.236.80.110,2096,true,SIN,Asia Pacific,Singapore,207 ms,3903 kB/s
47.237.11.182,2096,true,SIN,Asia Pacific,Singapore,215 ms,3893 kB/s
47.236.202.91,2053,true,SIN,Asia Pacific,Singapore,214 ms,3880 kB/s
8.219.222.98,2053,true,SIN,Asia Pacific,Singapore,246 ms,3839 kB/s
47.236.93.176,8443,true,SIN,Asia Pacific,Singapore,213 ms,3834 kB/s
8.218.122.55,2083,true,HKG,Asia Pacific,Hong Kong,58 ms,3807 kB/s
47.236.158.158,8443,true,SIN,Asia Pacific,Singapore,213 ms,3807 kB/s
47.236.254.120,2087,true,SIN,Asia Pacific,Singapore,217 ms,3800 kB/s
8.210.9.129,2053,true,HKG,Asia Pacific,Hong Kong,78 ms,3784 kB/s
47.76.204.76,2096,true,HKG,Asia Pacific,Hong Kong,70 ms,3766 kB/s
47.236.10.182,2087,true,SIN,Asia Pacific,Singapore,219 ms,3758 kB/s
8.219.66.156,2053,true,NRT,Asia Pacific,Tokyo,279 ms,3758 kB/s
47.243.139.243,2087,true,HKG,Asia Pacific,Hong Kong,70 ms,3755 kB/s
47.242.59.216,2096,true,HKG,Asia Pacific,Hong Kong,94 ms,3748 kB/s
47.236.158.158,2096,true,SIN,Asia Pacific,Singapore,204 ms,3748 kB/s
8.219.153.237,2083,true,NRT,Asia Pacific,Tokyo,279 ms,3730 kB/s
8.219.66.156,2087,true,NRT,Asia Pacific,Tokyo,275 ms,3721 kB/s
8.210.192.93,2087,true,HKG,Asia Pacific,Hong Kong,70 ms,3675 kB/s
8.219.66.156,2096,true,NRT,Asia Pacific,Tokyo,291 ms,3662 kB/s
8.210.146.108,2083,true,HKG,Asia Pacific,Hong Kong,64 ms,3657 kB/s
47.236.174.206,2087,true,SIN,Asia Pacific,Singapore,244 ms,3643 kB/s
8.210.174.156,8443,true,HKG,Asia Pacific,Hong Kong,62 ms,3635 kB/s
47.236.237.90,2087,true,SIN,Asia Pacific,Singapore,218 ms,3612 kB/s
47.236.180.24,2096,true,SIN,Asia Pacific,Singapore,241 ms,3541 kB/s
47.245.86.230,2087,true,SIN,Asia Pacific,Singapore,242 ms,3516 kB/s
47.242.171.94,2087,true,HKG,Asia Pacific,Hong Kong,87 ms,3477 kB/s
47.236.85.11,8443,true,SIN,Asia Pacific,Singapore,212 ms,3449 kB/s
8.210.21.65,2083,true,HKG,Asia Pacific,Hong Kong,67 ms,3435 kB/s
47.242.36.78,8443,true,HKG,Asia Pacific,Hong Kong,71 ms,3410 kB/s
8.210.34.188,2087,true,HKG,Asia Pacific,Hong Kong,75 ms,3404 kB/s
47.242.174.27,2096,true,HKG,Asia Pacific,Hong Kong,86 ms,3386 kB/s
47.245.86.230,2083,true,SIN,Asia Pacific,Singapore,226 ms,3322 kB/s
47.243.91.58,2096,true,HKG,Asia Pacific,Hong Kong,58 ms,3321 kB/s
47.236.237.90,8443,true,SIN,Asia Pacific,Singapore,235 ms,3304 kB/s
47.236.253.41,2096,true,SIN,Asia Pacific,Singapore,213 ms,3257 kB/s
47.242.174.27,8443,true,HKG,Asia Pacific,Hong Kong,66 ms,3173 kB/s
8.217.248.220,8443,true,HKG,Asia Pacific,Hong Kong,77 ms,3141 kB/s
47.243.91.58,8443,true,HKG,Asia Pacific,Hong Kong,89 ms,3125 kB/s
47.242.59.216,8443,true,HKG,Asia Pacific,Hong Kong,103 ms,3061 kB/s
8.219.153.237,2087,true,NRT,Asia Pacific,Tokyo,306 ms,3026 kB/s
47.245.118.70,2087,true,SIN,Asia Pacific,Singapore,231 ms,2998 kB/s
47.242.174.27,2087,true,HKG,Asia Pacific,Hong Kong,72 ms,2961 kB/s
47.245.126.151,2087,true,SIN,Asia Pacific,Singapore,233 ms,2961 kB/s
47.243.60.150,2087,true,HKG,Asia Pacific,Hong Kong,67 ms,2953 kB/s
47.242.155.183,2083,true,HKG,Asia Pacific,Hong Kong,53 ms,2924 kB/s
8.218.3.12,2083,true,HKG,Asia Pacific,Hong Kong,60 ms,2915 kB/s
47.243.74.220,2087,true,HKG,Asia Pacific,Hong Kong,86 ms,2869 kB/s
47.236.170.225,2053,true,SIN,Asia Pacific,Singapore,206 ms,2808 kB/s
8.210.207.214,8443,true,HKG,Asia Pacific,Hong Kong,64 ms,2728 kB/s
47.245.86.230,8443,true,SIN,Asia Pacific,Singapore,232 ms,2697 kB/s
8.218.3.12,2053,true,HKG,Asia Pacific,Hong Kong,65 ms,2624 kB/s
47.76.94.15,2087,true,HKG,Asia Pacific,Hong Kong,86 ms,2591 kB/s
47.243.169.63,2096,true,HKG,Asia Pacific,Hong Kong,89 ms,2535 kB/s
8.217.232.246,2096,true,HKG,Asia Pacific,Hong Kong,63 ms,2516 kB/s
8.210.245.224,2087,true,HKG,Asia Pacific,Hong Kong,88 ms,2495 kB/s
47.76.204.76,2053,true,HKG,Asia Pacific,Hong Kong,64 ms,2494 kB/s
47.243.91.58,2087,true,HKG,Asia Pacific,Hong Kong,59 ms,2387 kB/s
47.243.27.217,8443,true,HKG,Asia Pacific,Hong Kong,75 ms,2371 kB/s
8.217.127.73,2096,true,HKG,Asia Pacific,Hong Kong,88 ms,2355 kB/s
8.210.21.65,2087,true,HKG,Asia Pacific,Hong Kong,66 ms,2352 kB/s
47.76.94.15,8443,true,HKG,Asia Pacific,Hong Kong,85 ms,2332 kB/s
8.217.232.246,8443,true,HKG,Asia Pacific,Hong Kong,60 ms,2258 kB/s
47.76.146.1,2083,true,HKG,Asia Pacific,Hong Kong,68 ms,2245 kB/s
8.217.248.220,2087,true,HKG,Asia Pacific,Hong Kong,98 ms,2176 kB/s
47.242.157.96,2096,true,HKG,Asia Pacific,Hong Kong,78 ms,2153 kB/s
47.236.80.110,2087,true,SIN,Asia Pacific,Singapore,217 ms,2142 kB/s
47.237.10.1,2096,true,SIN,Asia Pacific,Singapore,243 ms,2134 kB/s
47.245.84.124,2087,true,SIN,Asia Pacific,Singapore,235 ms,2098 kB/s
47.243.139.85,2083,true,HKG,Asia Pacific,Hong Kong,102 ms,2086 kB/s
47.245.84.124,2053,true,SIN,Asia Pacific,Singapore,237 ms,2034 kB/s
47.243.74.220,2096,true,HKG,Asia Pacific,Hong Kong,106 ms,2028 kB/s
47.236.125.62,2083,true,NRT,Asia Pacific,Tokyo,290 ms,2016 kB/s
47.236.113.184,443,true,SIN,Asia Pacific,Singapore,244 ms,1923 kB/s
47.245.84.124,2096,true,SIN,Asia Pacific,Singapore,226 ms,1922 kB/s
47.242.59.216,2087,true,HKG,Asia Pacific,Hong Kong,71 ms,1891 kB/s
8.218.143.10,8443,true,HKG,Asia Pacific,Hong Kong,62 ms,1873 kB/s
47.243.60.150,8443,true,HKG,Asia Pacific,Hong Kong,84 ms,1871 kB/s
8.210.174.156,2053,true,HKG,Asia Pacific,Hong Kong,63 ms,1841 kB/s
47.243.27.217,2083,true,HKG,Asia Pacific,Hong Kong,82 ms,1833 kB/s
47.76.32.108,2087,true,HKG,Asia Pacific,Hong Kong,94 ms,1746 kB/s
47.76.146.1,8443,true,HKG,Asia Pacific,Hong Kong,70 ms,1718 kB/s
47.236.102.102,2087,true,SIN,Asia Pacific,Singapore,212 ms,1717 kB/s
47.242.252.237,2083,true,HKG,Asia Pacific,Hong Kong,89 ms,1715 kB/s
8.218.3.12,2087,true,HKG,Asia Pacific,Hong Kong,54 ms,1686 kB/s
8.218.53.110,2083,true,HKG,Asia Pacific,Hong Kong,69 ms,1580 kB/s
47.245.86.230,2053,true,SIN,Asia Pacific,Singapore,255 ms,1519 kB/s
47.236.254.120,8443,true,SIN,Asia Pacific,Singapore,227 ms,1470 kB/s
47.243.107.148,8443,true,HKG,Asia Pacific,Hong Kong,65 ms,1263 kB/s
47.243.107.148,2087,true,HKG,Asia Pacific,Hong Kong,65 ms,1228 kB/s
8.218.204.128,2087,true,HKG,Asia Pacific,Hong Kong,59 ms,1228 kB/s
47.242.155.183,2096,true,HKG,Asia Pacific,Hong Kong,57 ms,1068 kB/s
47.236.253.41,2053,true,SIN,Asia Pacific,Singapore,221 ms,1060 kB/s
47.243.74.220,2053,true,HKG,Asia Pacific,Hong Kong,88 ms,1055 kB/s
8.217.221.165,2087,true,HKG,Asia Pacific,Hong Kong,68 ms,1055 kB/s
8.218.122.55,8443,true,HKG,Asia Pacific,Hong Kong,61 ms,1036 kB/s
47.243.60.150,2096,true,HKG,Asia Pacific,Hong Kong,85 ms,979 kB/s
47.76.204.76,2083,true,HKG,Asia Pacific,Hong Kong,72 ms,972 kB/s
8.210.207.214,2087,true,HKG,Asia Pacific,Hong Kong,83 ms,956 kB/s
47.76.146.1,2053,true,HKG,Asia Pacific,Hong Kong,66 ms,908 kB/s
47.238.164.202,443,true,HKG,Asia Pacific,Hong Kong,64 ms,876 kB/s
47.242.202.230,2083,true,HKG,Asia Pacific,Hong Kong,75 ms,755 kB/s
8.218.53.110,2096,true,HKG,Asia Pacific,Hong Kong,62 ms,742 kB/s
47.242.155.183,8443,true,HKG,Asia Pacific,Hong Kong,58 ms,733 kB/s
8.218.204.128,8443,true,HKG,Asia Pacific,Hong Kong,64 ms,713 kB/s
47.242.155.183,2087,true,HKG,Asia Pacific,Hong Kong,57 ms,643 kB/s
47.242.171.94,2083,true,HKG,Asia Pacific,Hong Kong,70 ms,633 kB/s
47.243.27.217,2096,true,HKG,Asia Pacific,Hong Kong,69 ms,564 kB/s
47.243.90.180,2053,true,HKG,Asia Pacific,Hong Kong,72 ms,545 kB/s
8.217.90.154,443,true,HKG,Asia Pacific,Hong Kong,59 ms,540 kB/s
47.243.183.127,2053,true,HKG,Asia Pacific,Hong Kong,108 ms,446 kB/s
47.245.105.224,2087,true,SIN,Asia Pacific,Singapore,238 ms,400 kB/s
47.242.202.230,2087,true,HKG,Asia Pacific,Hong Kong,72 ms,345 kB/s
8.218.53.110,2087,true,HKG,Asia Pacific,Hong Kong,62 ms,339 kB/s
47.76.94.15,2083,true,HKG,Asia Pacific,Hong Kong,79 ms,310 kB/s
47.76.146.1,2087,true,HKG,Asia Pacific,Hong Kong,80 ms,284 kB/s
47.245.126.151,2083,true,SIN,Asia Pacific,Singapore,240 ms,227 kB/s
47.245.84.124,8443,true,SIN,Asia Pacific,Singapore,232 ms,150 kB/s
47.243.173.187,8443,true,HKG,Asia Pacific,Hong Kong,89 ms,141 kB/s
47.76.94.15,2053,true,HKG,Asia Pacific,Hong Kong,91 ms,137 kB/s
47.245.86.230,2096,true,SIN,Asia Pacific,Singapore,234 ms,128 kB/s
47.76.204.76,8443,true,HKG,Asia Pacific,Hong Kong,58 ms,92 kB/s
47.89.244.253,443,true,SJC,North America,San Jose,192 ms,11 kB/s
47.243.173.187,2096,true,HKG,Asia Pacific,Hong Kong,96 ms,4 kB/s
47.236.237.90,2096,true,SIN,Asia Pacific,Singapore,215 ms,0 kB/s
47.236.180.51,2053,true,SIN,Asia Pacific,Singapore,249 ms,0 kB/s
47.236.237.90,2053,true,SIN,Asia Pacific,Singapore,231 ms,0 kB/s
8.210.21.65,8443,true,HKG,Asia Pacific,Hong Kong,66 ms,0 kB/s
47.243.173.187,2053,true,HKG,Asia Pacific,Hong Kong,91 ms,0 kB/s
47.243.183.127,2087,true,HKG,Asia Pacific,Hong Kong,80 ms,0 kB/s
47.243.183.127,2083,true,HKG,Asia Pacific,Hong Kong,97 ms,0 kB/s
47.76.33.40,2053,true,HKG,Asia Pacific,Hong Kong,100 ms,0 kB/s
47.76.146.1,2096,true,HKG,Asia Pacific,Hong Kong,69 ms,0 kB/s
47.243.173.187,2087,true,HKG,Asia Pacific,Hong Kong,108 ms,0 kB/s
47.243.60.150,2083,true,HKG,Asia Pacific,Hong Kong,91 ms,0 kB/s
8.219.177.205,2053,true,SIN,Asia Pacific,Singapore,221 ms,0 kB/s
47.243.173.187,2083,true,HKG,Asia Pacific,Hong Kong,81 ms,0 kB/s
47.243.107.148,2096,true,HKG,Asia Pacific,Hong Kong,61 ms,0 kB/s
47.236.253.41,2087,true,SIN,Asia Pacific,Singapore,225 ms,0 kB/s
47.236.102.102,2083,true,SIN,Asia Pacific,Singapore,232 ms,0 kB/s
8.217.132.184,443,true,HKG,Asia Pacific,Hong Kong,94 ms,0 kB/s
47.242.234.127,2087,true,HKG,Asia Pacific,Hong Kong,55 ms,0 kB/s
47.236.125.62,2053,true,NRT,Asia Pacific,Tokyo,292 ms,0 kB/s
47.245.84.124,2083,true,SIN,Asia Pacific,Singapore,223 ms,0 kB/s
47.76.94.15,2096,true,HKG,Asia Pacific,Hong Kong,62 ms,0 kB/s
47.237.81.112,2096,true,SIN,Asia Pacific,Singapore,220 ms,0 kB/s
47.242.234.127,2096,true,HKG,Asia Pacific,Hong Kong,65 ms,0 kB/s
8.210.39.96,2087,true,HKG,Asia Pacific,Hong Kong,82 ms,0 kB/s
8.210.146.108,2096,true,HKG,Asia Pacific,Hong Kong,68 ms,0 kB/s
47.236.167.231,2083,true,SIN,Asia Pacific,Singapore,231 ms,0 kB/s
47.236.170.225,2096,true,SIN,Asia Pacific,Singapore,218 ms,0 kB/s
47.57.13.107,443,true,HKG,Asia Pacific,Hong Kong,69 ms,0 kB/s
47.237.8.82,8443,true,SIN,Asia Pacific,Singapore,229 ms,0 kB/s
47.243.90.180,2096,true,HKG,Asia Pacific,Hong Kong,68 ms,0 kB/s
